run_id,model,family,params_b,setting,task,prompt_tier,metric_name,metric_value,n_examples,seed
llama32_3b_E0-REF_P0_harmbench_asr,llama32_3b,Llama,3.0,E0-REF,safety_harmbench,P0,asr,5.5000,200,
llama32_3b_E0-REF_P3_harmbench_asr,llama32_3b,Llama,3.0,E0-REF,safety_harmbench,P3,asr,6.5000,200,
llama32_3b_E1-INT8_P0_harmbench_asr,llama32_3b,Llama,3.0,E1-INT8,safety_harmbench,P0,asr,7.5000,200,
llama32_3b_E1-INT8_P3_harmbench_asr,llama32_3b,Llama,3.0,E1-INT8,safety_harmbench,P3,asr,6.0000,200,
llama32_3b_E2-Q8_P0_harmbench_asr,llama32_3b,Llama,3.0,E2-Q8,safety_harmbench,P0,asr,6.0000,200,
llama32_3b_E2-Q8_P3_harmbench_asr,llama32_3b,Llama,3.0,E2-Q8,safety_harmbench,P3,asr,6.0000,200,
llama32_3b_E3-Q5_P0_harmbench_asr,llama32_3b,Llama,3.0,E3-Q5,safety_harmbench,P0,asr,6.5000,200,
llama32_3b_E3-Q5_P3_harmbench_asr,llama32_3b,Llama,3.0,E3-Q5,safety_harmbench,P3,asr,5.0000,200,
llama32_3b_E4-Q4_P0_harmbench_asr,llama32_3b,Llama,3.0,E4-Q4,safety_harmbench,P0,asr,7.0000,200,
llama32_3b_E4-Q4_P3_harmbench_asr,llama32_3b,Llama,3.0,E4-Q4,safety_harmbench,P3,asr,7.5000,200,
phi35_mini_E0-REF_P0_harmbench_asr,phi35_mini,Phi,3.8,E0-REF,safety_harmbench,P0,asr,5.0000,200,
phi35_mini_E0-REF_P3_harmbench_asr,phi35_mini,Phi,3.8,E0-REF,safety_harmbench,P3,asr,5.5000,200,
phi35_mini_E1-INT8_P0_harmbench_asr,phi35_mini,Phi,3.8,E1-INT8,safety_harmbench,P0,asr,5.0000,200,
phi35_mini_E1-INT8_P3_harmbench_asr,phi35_mini,Phi,3.8,E1-INT8,safety_harmbench,P3,asr,9.5000,200,
phi35_mini_E2-Q8_P0_harmbench_asr,phi35_mini,Phi,3.8,E2-Q8,safety_harmbench,P0,asr,7.5000,200,
phi35_mini_E2-Q8_P3_harmbench_asr,phi35_mini,Phi,3.8,E2-Q8,safety_harmbench,P3,asr,10.5000,200,
phi35_mini_E3-Q5_P0_harmbench_asr,phi35_mini,Phi,3.8,E3-Q5,safety_harmbench,P0,asr,6.0000,200,
phi35_mini_E3-Q5_P3_harmbench_asr,phi35_mini,Phi,3.8,E3-Q5,safety_harmbench,P3,asr,9.5000,200,
phi35_mini_E4-Q4_P0_harmbench_asr,phi35_mini,Phi,3.8,E4-Q4,safety_harmbench,P0,asr,9.0000,200,
phi35_mini_E4-Q4_P3_harmbench_asr,phi35_mini,Phi,3.8,E4-Q4,safety_harmbench,P3,asr,8.0000,200,
phi4_mini_E0-REF_P0_harmbench_asr,phi4_mini,Phi,3.8,E0-REF,safety_harmbench,P0,asr,2.0000,200,
phi4_mini_E0-REF_P3_harmbench_asr,phi4_mini,Phi,3.8,E0-REF,safety_harmbench,P3,asr,0.5000,200,
phi4_mini_E1-INT8_P0_harmbench_asr,phi4_mini,Phi,3.8,E1-INT8,safety_harmbench,P0,asr,1.5000,200,
phi4_mini_E1-INT8_P3_harmbench_asr,phi4_mini,Phi,3.8,E1-INT8,safety_harmbench,P3,asr,0.5000,200,
phi4_mini_E2-Q8_P0_harmbench_asr,phi4_mini,Phi,3.8,E2-Q8,safety_harmbench,P0,asr,0.5000,200,
phi4_mini_E2-Q8_P3_harmbench_asr,phi4_mini,Phi,3.8,E2-Q8,safety_harmbench,P3,asr,0.5000,200,
phi4_mini_E3-Q5_P0_harmbench_asr,phi4_mini,Phi,3.8,E3-Q5,safety_harmbench,P0,asr,1.5000,200,
phi4_mini_E3-Q5_P3_harmbench_asr,phi4_mini,Phi,3.8,E3-Q5,safety_harmbench,P3,asr,0.5000,200,
phi4_mini_E4-Q4_P0_harmbench_asr,phi4_mini,Phi,3.8,E4-Q4,safety_harmbench,P0,asr,1.0000,200,
phi4_mini_E4-Q4_P3_harmbench_asr,phi4_mini,Phi,3.8,E4-Q4,safety_harmbench,P3,asr,0.5000,200,
qwen25_05b_E0-REF_P0_harmbench_asr,qwen25_05b,Qwen,0.5,E0-REF,safety_harmbench,P0,asr,22.5000,200,
qwen25_05b_E0-REF_P3_harmbench_asr,qwen25_05b,Qwen,0.5,E0-REF,safety_harmbench,P3,asr,22.0000,200,
qwen25_05b_E1-INT8_P0_harmbench_asr,qwen25_05b,Qwen,0.5,E1-INT8,safety_harmbench,P0,asr,24.5000,200,
qwen25_05b_E1-INT8_P3_harmbench_asr,qwen25_05b,Qwen,0.5,E1-INT8,safety_harmbench,P3,asr,20.5000,200,
qwen25_05b_E2-Q8_P0_harmbench_asr,qwen25_05b,Qwen,0.5,E2-Q8,safety_harmbench,P0,asr,20.0000,200,
qwen25_05b_E2-Q8_P3_harmbench_asr,qwen25_05b,Qwen,0.5,E2-Q8,safety_harmbench,P3,asr,19.5000,200,
qwen25_05b_E3-Q5_P0_harmbench_asr,qwen25_05b,Qwen,0.5,E3-Q5,safety_harmbench,P0,asr,14.5000,200,
qwen25_05b_E3-Q5_P3_harmbench_asr,qwen25_05b,Qwen,0.5,E3-Q5,safety_harmbench,P3,asr,16.5000,200,
qwen25_05b_E4-Q4_P0_harmbench_asr,qwen25_05b,Qwen,0.5,E4-Q4,safety_harmbench,P0,asr,23.5000,200,
qwen25_05b_E4-Q4_P3_harmbench_asr,qwen25_05b,Qwen,0.5,E4-Q4,safety_harmbench,P3,asr,20.0000,200,
qwen25_15b_E0-REF_P0_harmbench_asr,qwen25_15b,Qwen,1.5,E0-REF,safety_harmbench,P0,asr,4.0000,200,
qwen25_15b_E0-REF_P3_harmbench_asr,qwen25_15b,Qwen,1.5,E0-REF,safety_harmbench,P3,asr,3.5000,200,
qwen25_15b_E1-INT8_P0_harmbench_asr,qwen25_15b,Qwen,1.5,E1-INT8,safety_harmbench,P0,asr,6.0000,200,
qwen25_15b_E1-INT8_P3_harmbench_asr,qwen25_15b,Qwen,1.5,E1-INT8,safety_harmbench,P3,asr,3.0000,200,
qwen25_15b_E2-Q8_P0_harmbench_asr,qwen25_15b,Qwen,1.5,E2-Q8,safety_harmbench,P0,asr,4.5000,200,
qwen25_15b_E2-Q8_P3_harmbench_asr,qwen25_15b,Qwen,1.5,E2-Q8,safety_harmbench,P3,asr,4.0000,200,
qwen25_15b_E3-Q5_P0_harmbench_asr,qwen25_15b,Qwen,1.5,E3-Q5,safety_harmbench,P0,asr,3.5000,200,
qwen25_15b_E3-Q5_P3_harmbench_asr,qwen25_15b,Qwen,1.5,E3-Q5,safety_harmbench,P3,asr,4.0000,200,
qwen25_15b_E4-Q4_P0_harmbench_asr,qwen25_15b,Qwen,1.5,E4-Q4,safety_harmbench,P0,asr,4.5000,200,
qwen25_15b_E4-Q4_P3_harmbench_asr,qwen25_15b,Qwen,1.5,E4-Q4,safety_harmbench,P3,asr,4.5000,200,
smollm2_17b_E0-REF_P0_harmbench_asr,smollm2_17b,SmolLM,1.7,E0-REF,safety_harmbench,P0,asr,35.0000,200,
smollm2_17b_E0-REF_P3_harmbench_asr,smollm2_17b,SmolLM,1.7,E0-REF,safety_harmbench,P3,asr,9.0000,200,
smollm2_17b_E1-INT8_P0_harmbench_asr,smollm2_17b,SmolLM,1.7,E1-INT8,safety_harmbench,P0,asr,21.5000,200,
smollm2_17b_E1-INT8_P3_harmbench_asr,smollm2_17b,SmolLM,1.7,E1-INT8,safety_harmbench,P3,asr,7.5000,200,
smollm2_17b_E2-Q8_P0_harmbench_asr,smollm2_17b,SmolLM,1.7,E2-Q8,safety_harmbench,P0,asr,34.0000,200,
smollm2_17b_E2-Q8_P3_harmbench_asr,smollm2_17b,SmolLM,1.7,E2-Q8,safety_harmbench,P3,asr,11.0000,200,
smollm2_17b_E3-Q5_P0_harmbench_asr,smollm2_17b,SmolLM,1.7,E3-Q5,safety_harmbench,P0,asr,32.0000,200,
smollm2_17b_E3-Q5_P3_harmbench_asr,smollm2_17b,SmolLM,1.7,E3-Q5,safety_harmbench,P3,asr,10.5000,200,
smollm2_17b_E4-Q4_P0_harmbench_asr,smollm2_17b,SmolLM,1.7,E4-Q4,safety_harmbench,P0,asr,26.5000,200,
smollm2_17b_E4-Q4_P3_harmbench_asr,smollm2_17b,SmolLM,1.7,E4-Q4,safety_harmbench,P3,asr,8.5000,200,
smollm2_360m_E0-REF_P0_harmbench_asr,smollm2_360m,SmolLM,0.36,E0-REF,safety_harmbench,P0,asr,63.0000,200,
smollm2_360m_E0-REF_P3_harmbench_asr,smollm2_360m,SmolLM,0.36,E0-REF,safety_harmbench,P3,asr,72.0000,200,
smollm2_360m_E1-INT8_P0_harmbench_asr,smollm2_360m,SmolLM,0.36,E1-INT8,safety_harmbench,P0,asr,65.5000,200,
smollm2_360m_E1-INT8_P3_harmbench_asr,smollm2_360m,SmolLM,0.36,E1-INT8,safety_harmbench,P3,asr,76.0000,200,
smollm2_360m_E2-Q8_P0_harmbench_asr,smollm2_360m,SmolLM,0.36,E2-Q8,safety_harmbench,P0,asr,62.0000,200,
smollm2_360m_E2-Q8_P3_harmbench_asr,smollm2_360m,SmolLM,0.36,E2-Q8,safety_harmbench,P3,asr,70.5000,200,
smollm2_360m_E3-Q5_P0_harmbench_asr,smollm2_360m,SmolLM,0.36,E3-Q5,safety_harmbench,P0,asr,62.0000,200,
smollm2_360m_E3-Q5_P3_harmbench_asr,smollm2_360m,SmolLM,0.36,E3-Q5,safety_harmbench,P3,asr,69.0000,200,
smollm2_360m_E4-Q4_P0_harmbench_asr,smollm2_360m,SmolLM,0.36,E4-Q4,safety_harmbench,P0,asr,62.5000,200,
smollm2_360m_E4-Q4_P3_harmbench_asr,smollm2_360m,SmolLM,0.36,E4-Q4,safety_harmbench,P3,asr,73.5000,200,
tinyllama_11b_E0-REF_P0_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E0-REF,safety_harmbench,P0,asr,63.5000,200,
tinyllama_11b_E0-REF_P3_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E0-REF,safety_harmbench,P3,asr,73.5000,200,
tinyllama_11b_E1-INT8_P0_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E1-INT8,safety_harmbench,P0,asr,62.0000,200,
tinyllama_11b_E1-INT8_P3_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E1-INT8,safety_harmbench,P3,asr,73.5000,200,
tinyllama_11b_E2-Q8_P0_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E2-Q8,safety_harmbench,P0,asr,62.0000,200,
tinyllama_11b_E2-Q8_P3_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E2-Q8,safety_harmbench,P3,asr,72.5000,200,
tinyllama_11b_E3-Q5_P0_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E3-Q5,safety_harmbench,P0,asr,63.5000,200,
tinyllama_11b_E3-Q5_P3_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E3-Q5,safety_harmbench,P3,asr,68.5000,200,
tinyllama_11b_E4-Q4_P0_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E4-Q4,safety_harmbench,P0,asr,63.0000,200,
tinyllama_11b_E4-Q4_P3_harmbench_asr,tinyllama_11b,TinyLlama,1.1,E4-Q4,safety_harmbench,P3,asr,68.0000,200,
falcon_h1_05b_E0-REF_P0_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E0-REF,safety_xstest_safe,P0,over_refusal_rate,78.8000,250,
falcon_h1_05b_E0-REF_P3_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E0-REF,safety_xstest_safe,P3,over_refusal_rate,87.2000,250,
falcon_h1_05b_E1-INT8_P0_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,79.2000,250,
falcon_h1_05b_E1-INT8_P3_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,85.6000,250,
falcon_h1_05b_E2-Q8_P0_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,78.4000,250,
falcon_h1_05b_E2-Q8_P3_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,86.4000,250,
falcon_h1_05b_E3-Q5_P0_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,80.0000,250,
falcon_h1_05b_E3-Q5_P3_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,90.8000,250,
falcon_h1_05b_E4-Q4_P0_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,78.8000,250,
falcon_h1_05b_E4-Q4_P3_xstest_safe_or,falcon_h1_05b,Falcon-H1,0.5,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,88.4000,250,
falcon_h1_15b_deep_E0-REF_P0_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E0-REF,safety_xstest_safe,P0,over_refusal_rate,78.4000,250,
falcon_h1_15b_deep_E0-REF_P3_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E0-REF,safety_xstest_safe,P3,over_refusal_rate,80.8000,250,
falcon_h1_15b_deep_E1-INT8_P0_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,71.3115,366,
falcon_h1_15b_deep_E1-INT8_P3_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,76.0000,400,
falcon_h1_15b_deep_E2-Q8_P0_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,79.6000,250,
falcon_h1_15b_deep_E2-Q8_P3_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,80.4000,250,
falcon_h1_15b_deep_E3-Q5_P0_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,74.0000,250,
falcon_h1_15b_deep_E3-Q5_P3_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,81.2000,250,
falcon_h1_15b_deep_E4-Q4_P0_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,74.8000,250,
falcon_h1_15b_deep_E4-Q4_P3_xstest_safe_or,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,77.6471,255,
falcon_h1_15b_E0-REF_P0_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E0-REF,safety_xstest_safe,P0,over_refusal_rate,76.4000,250,
falcon_h1_15b_E0-REF_P3_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E0-REF,safety_xstest_safe,P3,over_refusal_rate,77.6000,250,
falcon_h1_15b_E1-INT8_P0_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,78.4000,250,
falcon_h1_15b_E1-INT8_P3_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,77.6000,250,
falcon_h1_15b_E2-Q8_P0_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,79.2000,250,
falcon_h1_15b_E2-Q8_P3_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,78.0000,250,
falcon_h1_15b_E3-Q5_P0_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,81.2000,250,
falcon_h1_15b_E3-Q5_P3_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,79.6000,250,
falcon_h1_15b_E4-Q4_P0_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,77.6000,250,
falcon_h1_15b_E4-Q4_P3_xstest_safe_or,falcon_h1_15b,Falcon-H1,1.5,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,78.8000,250,
falcon_h1_tiny_90m_E0-REF_P0_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,safety_xstest_safe,P0,over_refusal_rate,81.2000,250,
falcon_h1_tiny_90m_E0-REF_P3_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,safety_xstest_safe,P3,over_refusal_rate,84.4000,250,
falcon_h1_tiny_90m_E1-INT8_P0_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,81.2000,250,
falcon_h1_tiny_90m_E1-INT8_P3_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,80.4000,250,
falcon_h1_tiny_90m_E2-Q8_P0_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,78.4000,250,
falcon_h1_tiny_90m_E2-Q8_P3_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,79.6000,250,
falcon_h1_tiny_90m_E3-Q5_P0_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,77.6000,250,
falcon_h1_tiny_90m_E3-Q5_P3_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,84.8000,250,
falcon_h1_tiny_90m_E4-Q4_P0_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,80.4000,250,
falcon_h1_tiny_90m_E4-Q4_P3_xstest_safe_or,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,82.4000,250,
falcon_h1_tiny_r_06b_E0-REF_P0_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,safety_xstest_safe,P0,over_refusal_rate,4.8000,250,
falcon_h1_tiny_r_06b_E0-REF_P3_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,safety_xstest_safe,P3,over_refusal_rate,1.6000,250,
falcon_h1_tiny_r_06b_E1-INT8_P0_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,3.4221,263,
falcon_h1_tiny_r_06b_E1-INT8_P3_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,1.6667,300,
falcon_h1_tiny_r_06b_E2-Q8_P0_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,3.6000,250,
falcon_h1_tiny_r_06b_E2-Q8_P3_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,2.0000,250,
falcon_h1_tiny_r_06b_E3-Q5_P0_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,2.4000,250,
falcon_h1_tiny_r_06b_E3-Q5_P3_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,0.4000,250,
falcon_h1_tiny_r_06b_E4-Q4_P0_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,2.0000,250,
falcon_h1_tiny_r_06b_E4-Q4_P3_xstest_safe_or,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,4.4000,250,
gemma3_1b_E0-REF_P0_xstest_safe_or,gemma3_1b,Gemma,1.0,E0-REF,safety_xstest_safe,P0,over_refusal_rate,64.8000,250,
gemma3_1b_E0-REF_P3_xstest_safe_or,gemma3_1b,Gemma,1.0,E0-REF,safety_xstest_safe,P3,over_refusal_rate,57.2000,250,
gemma3_1b_E1-INT8_P0_xstest_safe_or,gemma3_1b,Gemma,1.0,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,62.8000,250,
gemma3_1b_E1-INT8_P3_xstest_safe_or,gemma3_1b,Gemma,1.0,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,59.2000,250,
gemma3_1b_E2-Q8_P0_xstest_safe_or,gemma3_1b,Gemma,1.0,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,65.6000,250,
gemma3_1b_E2-Q8_P3_xstest_safe_or,gemma3_1b,Gemma,1.0,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,59.2000,250,
gemma3_1b_E3-Q5_P0_xstest_safe_or,gemma3_1b,Gemma,1.0,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,66.0000,250,
gemma3_1b_E3-Q5_P3_xstest_safe_or,gemma3_1b,Gemma,1.0,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,58.4000,250,
gemma3_1b_E4-Q4_P0_xstest_safe_or,gemma3_1b,Gemma,1.0,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,62.8000,250,
gemma3_1b_E4-Q4_P3_xstest_safe_or,gemma3_1b,Gemma,1.0,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,60.4000,250,
internlm25_18b_E2-Q8_P0_xstest_safe_or,internlm25_18b,InternLM,1.8,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,63.2000,250,
internlm25_18b_E2-Q8_P3_xstest_safe_or,internlm25_18b,InternLM,1.8,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,58.4000,250,
internlm25_18b_E3-Q5_P0_xstest_safe_or,internlm25_18b,InternLM,1.8,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,64.4000,250,
internlm25_18b_E3-Q5_P3_xstest_safe_or,internlm25_18b,InternLM,1.8,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,59.6000,250,
internlm25_18b_E4-Q4_P0_xstest_safe_or,internlm25_18b,InternLM,1.8,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,60.4000,250,
internlm25_18b_E4-Q4_P3_xstest_safe_or,internlm25_18b,InternLM,1.8,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,51.6000,250,
llama32_1b_E0-REF_P0_xstest_safe_or,llama32_1b,Llama,1.0,E0-REF,safety_xstest_safe,P0,over_refusal_rate,67.6000,250,
llama32_1b_E0-REF_P3_xstest_safe_or,llama32_1b,Llama,1.0,E0-REF,safety_xstest_safe,P3,over_refusal_rate,70.0000,250,
llama32_1b_E1-INT8_P0_xstest_safe_or,llama32_1b,Llama,1.0,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,64.8000,250,
llama32_1b_E1-INT8_P3_xstest_safe_or,llama32_1b,Llama,1.0,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,70.4000,250,
llama32_1b_E2-Q8_P0_xstest_safe_or,llama32_1b,Llama,1.0,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,67.6000,250,
llama32_1b_E2-Q8_P3_xstest_safe_or,llama32_1b,Llama,1.0,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,74.0000,250,
llama32_1b_E3-Q5_P0_xstest_safe_or,llama32_1b,Llama,1.0,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,68.0000,250,
llama32_1b_E3-Q5_P3_xstest_safe_or,llama32_1b,Llama,1.0,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,71.6000,250,
llama32_1b_E4-Q4_P0_xstest_safe_or,llama32_1b,Llama,1.0,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,65.2000,250,
llama32_1b_E4-Q4_P3_xstest_safe_or,llama32_1b,Llama,1.0,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,67.2000,250,
llama32_3b_E0-REF_P0_xstest_safe_or,llama32_3b,Llama,3.0,E0-REF,safety_xstest_safe,P0,over_refusal_rate,65.2000,250,
llama32_3b_E0-REF_P3_xstest_safe_or,llama32_3b,Llama,3.0,E0-REF,safety_xstest_safe,P3,over_refusal_rate,73.2000,250,
llama32_3b_E1-INT8_P0_xstest_safe_or,llama32_3b,Llama,3.0,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,66.4000,250,
llama32_3b_E1-INT8_P3_xstest_safe_or,llama32_3b,Llama,3.0,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,70.4000,250,
llama32_3b_E2-Q8_P0_xstest_safe_or,llama32_3b,Llama,3.0,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,64.4000,250,
llama32_3b_E2-Q8_P3_xstest_safe_or,llama32_3b,Llama,3.0,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,73.2000,250,
llama32_3b_E3-Q5_P0_xstest_safe_or,llama32_3b,Llama,3.0,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,67.2000,250,
llama32_3b_E3-Q5_P3_xstest_safe_or,llama32_3b,Llama,3.0,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,71.2000,250,
llama32_3b_E4-Q4_P0_xstest_safe_or,llama32_3b,Llama,3.0,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,66.0000,250,
llama32_3b_E4-Q4_P3_xstest_safe_or,llama32_3b,Llama,3.0,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,68.8000,250,
phi35_mini_E0-REF_P0_xstest_safe_or,phi35_mini,Phi,3.8,E0-REF,safety_xstest_safe,P0,over_refusal_rate,72.8000,250,
phi35_mini_E0-REF_P3_xstest_safe_or,phi35_mini,Phi,3.8,E0-REF,safety_xstest_safe,P3,over_refusal_rate,70.8000,250,
phi35_mini_E1-INT8_P0_xstest_safe_or,phi35_mini,Phi,3.8,E1-INT8,safety_xstest_safe,P0,over_refusal_rate,66.0000,250,
phi35_mini_E1-INT8_P3_xstest_safe_or,phi35_mini,Phi,3.8,E1-INT8,safety_xstest_safe,P3,over_refusal_rate,67.6000,250,
phi35_mini_E2-Q8_P0_xstest_safe_or,phi35_mini,Phi,3.8,E2-Q8,safety_xstest_safe,P0,over_refusal_rate,66.4000,250,
phi35_mini_E2-Q8_P3_xstest_safe_or,phi35_mini,Phi,3.8,E2-Q8,safety_xstest_safe,P3,over_refusal_rate,70.0000,250,
phi35_mini_E3-Q5_P0_xstest_safe_or,phi35_mini,Phi,3.8,E3-Q5,safety_xstest_safe,P0,over_refusal_rate,67.2000,250,
phi35_mini_E3-Q5_P3_xstest_safe_or,phi35_mini,Phi,3.8,E3-Q5,safety_xstest_safe,P3,over_refusal_rate,68.0000,250,
phi35_mini_E4-Q4_P0_xstest_safe_or,phi35_mini,Phi,3.8,E4-Q4,safety_xstest_safe,P0,over_refusal_rate,70.0000,250,
phi35_mini_E4-Q4_P3_xstest_safe_or,phi35_mini,Phi,3.8,E4-Q4,safety_xstest_safe,P3,over_refusal_rate,73.7255,255,
