run_id,model,family,params_b,setting,task,prompt_tier,metric_name,metric_value,n_examples,seed
20260701_230057_gemma3_1b_E0-REF_truthfulqa_mc1_dev_P2,gemma3_1b,Gemma,1.0,E0-REF,truthfulqa_mc1,P2,acc,26.0,200,42
20260702_002743_gemma3_1b_E0-REF_truthfulqa_mc1_dev_P3,gemma3_1b,Gemma,1.0,E0-REF,truthfulqa_mc1,P3,acc,25.5,200,42
20260630_233651_gemma3_1b_E1-INT8_halueval_general_dev,gemma3_1b,Gemma,1.0,E1-INT8,halueval_general,P0,acc,60.0,200,42
20260630_233525_gemma3_1b_E1-INT8_halueval_qa_dev,gemma3_1b,Gemma,1.0,E1-INT8,halueval_qa,P0,acc,46.0,200,42
20260630_233203_gemma3_1b_E1-INT8_nq_open_dev,gemma3_1b,Gemma,1.0,E1-INT8,nq_open,P0,em,7.0141,200,42
20260702_073414_gemma3_1b_E1-INT8_nq_open_dev_P1,gemma3_1b,Gemma,1.0,E1-INT8,nq_open,P1,em,3.536,200,42
20260702_102411_gemma3_1b_E1-INT8_nq_open_dev_P2,gemma3_1b,Gemma,1.0,E1-INT8,nq_open,P2,em,2.6517,200,42
20260702_125450_gemma3_1b_E1-INT8_nq_open_dev_P3,gemma3_1b,Gemma,1.0,E1-INT8,nq_open,P3,em,2.7535,200,42
20260630_233102_gemma3_1b_E1-INT8_squad_v2_dev,gemma3_1b,Gemma,1.0,E1-INT8,squad_v2,P0,em,38.737,200,42
20260702_014238_gemma3_1b_E1-INT8_squad_v2_dev_P1,gemma3_1b,Gemma,1.0,E1-INT8,squad_v2,P1,em,26.8633,200,42
20260702_101639_gemma3_1b_E1-INT8_squad_v2_dev_P2,gemma3_1b,Gemma,1.0,E1-INT8,squad_v2,P2,em,8.5265,200,42
20260702_124803_gemma3_1b_E1-INT8_squad_v2_dev_P3,gemma3_1b,Gemma,1.0,E1-INT8,squad_v2,P3,em,5.3033,200,42
20260630_233340_gemma3_1b_E1-INT8_truthfulqa_mc1_dev,gemma3_1b,Gemma,1.0,E1-INT8,truthfulqa_mc1,P0,acc,29.0,200,42
20260702_074452_gemma3_1b_E1-INT8_truthfulqa_mc1_dev_P1,gemma3_1b,Gemma,1.0,E1-INT8,truthfulqa_mc1,P1,acc,27.0,200,42
20260702_102539_gemma3_1b_E1-INT8_truthfulqa_mc1_dev_P2,gemma3_1b,Gemma,1.0,E1-INT8,truthfulqa_mc1,P2,acc,26.5,200,42
20260702_125554_gemma3_1b_E1-INT8_truthfulqa_mc1_dev_P3,gemma3_1b,Gemma,1.0,E1-INT8,truthfulqa_mc1,P3,acc,26.0,200,42
20260701_001326_gemma3_1b_E2-Q8_halueval_general_dev,gemma3_1b,Gemma,1.0,E2-Q8,halueval_general,P0,acc,26.5,200,42
20260701_103445_gemma3_1b_E2-Q8_halueval_qa_dev,gemma3_1b,Gemma,1.0,E2-Q8,halueval_qa,P0,acc,56.0,200,42
20260630_230248_gemma3_1b_E2-Q8_nq_open_dev,gemma3_1b,Gemma,1.0,E2-Q8,nq_open,P0,em,3.5917,200,42
20260701_213648_gemma3_1b_E2-Q8_nq_open_dev_P1,gemma3_1b,Gemma,1.0,E2-Q8,nq_open,P1,em,2.9079,200,42
20260702_013635_gemma3_1b_E2-Q8_nq_open_dev_P2,gemma3_1b,Gemma,1.0,E2-Q8,nq_open,P2,em,3.0203,200,42
20260702_041751_gemma3_1b_E2-Q8_nq_open_dev_P3,gemma3_1b,Gemma,1.0,E2-Q8,nq_open,P3,em,2.6468,200,42
20260630_223933_gemma3_1b_E2-Q8_squad_v2_dev,gemma3_1b,Gemma,1.0,E2-Q8,squad_v2,P0,em,46.0858,200,42
20260701_213649_gemma3_1b_E2-Q8_squad_v2_dev_P1,gemma3_1b,Gemma,1.0,E2-Q8,squad_v2,P1,em,17.9096,200,42
20260702_013635_gemma3_1b_E2-Q8_squad_v2_dev_P2,gemma3_1b,Gemma,1.0,E2-Q8,squad_v2,P2,em,6.7237,200,42
20260702_092040_gemma3_1b_E2-Q8_squad_v2_dev_P3,gemma3_1b,Gemma,1.0,E2-Q8,squad_v2,P3,em,3.1383,200,42
20260630_231718_gemma3_1b_E2-Q8_truthfulqa_mc1_dev,gemma3_1b,Gemma,1.0,E2-Q8,truthfulqa_mc1,P0,acc,22.5,200,42
20260701_213648_gemma3_1b_E2-Q8_truthfulqa_mc1_dev_P1,gemma3_1b,Gemma,1.0,E2-Q8,truthfulqa_mc1,P1,acc,21.5,200,42
20260702_013727_gemma3_1b_E2-Q8_truthfulqa_mc1_dev_P2,gemma3_1b,Gemma,1.0,E2-Q8,truthfulqa_mc1,P2,acc,20.5,200,42
20260702_041751_gemma3_1b_E2-Q8_truthfulqa_mc1_dev_P3,gemma3_1b,Gemma,1.0,E2-Q8,truthfulqa_mc1,P3,acc,21.0,200,42
20260701_103445_gemma3_1b_E3-Q5_halueval_general_dev,gemma3_1b,Gemma,1.0,E3-Q5,halueval_general,P0,acc,28.0,200,42
20260701_103445_gemma3_1b_E3-Q5_halueval_qa_dev,gemma3_1b,Gemma,1.0,E3-Q5,halueval_qa,P0,acc,55.0,200,42
20260630_231148_gemma3_1b_E3-Q5_nq_open_dev,gemma3_1b,Gemma,1.0,E3-Q5,nq_open,P0,em,4.1971,200,42
20260701_213856_gemma3_1b_E3-Q5_nq_open_dev_P1,gemma3_1b,Gemma,1.0,E3-Q5,nq_open,P1,em,2.8404,200,42
20260702_032942_gemma3_1b_E3-Q5_nq_open_dev_P2,gemma3_1b,Gemma,1.0,E3-Q5,nq_open,P2,em,2.3716,200,42
20260702_062245_gemma3_1b_E3-Q5_nq_open_dev_P3,gemma3_1b,Gemma,1.0,E3-Q5,nq_open,P3,em,2.4638,200,42
20260630_225406_gemma3_1b_E3-Q5_squad_v2_dev,gemma3_1b,Gemma,1.0,E3-Q5,squad_v2,P0,em,48.1495,200,42
20260701_213857_gemma3_1b_E3-Q5_squad_v2_dev_P1,gemma3_1b,Gemma,1.0,E3-Q5,squad_v2,P1,em,15.6895,200,42
20260702_031425_gemma3_1b_E3-Q5_squad_v2_dev_P2,gemma3_1b,Gemma,1.0,E3-Q5,squad_v2,P2,em,5.1346,200,42
20260702_061819_gemma3_1b_E3-Q5_squad_v2_dev_P3,gemma3_1b,Gemma,1.0,E3-Q5,squad_v2,P3,em,2.1371,200,42
20260630_233617_gemma3_1b_E3-Q5_truthfulqa_mc1_dev,gemma3_1b,Gemma,1.0,E3-Q5,truthfulqa_mc1,P0,acc,24.5,200,42
20260701_213857_gemma3_1b_E3-Q5_truthfulqa_mc1_dev_P1,gemma3_1b,Gemma,1.0,E3-Q5,truthfulqa_mc1,P1,acc,21.0,200,42
20260702_032948_gemma3_1b_E3-Q5_truthfulqa_mc1_dev_P2,gemma3_1b,Gemma,1.0,E3-Q5,truthfulqa_mc1,P2,acc,21.5,200,42
20260702_062137_gemma3_1b_E3-Q5_truthfulqa_mc1_dev_P3,gemma3_1b,Gemma,1.0,E3-Q5,truthfulqa_mc1,P3,acc,21.5,200,42
20260701_052417_gemma3_1b_E4-Q4_halueval_general_dev,gemma3_1b,Gemma,1.0,E4-Q4,halueval_general,P0,acc,41.5,200,42
20260701_052417_gemma3_1b_E4-Q4_halueval_qa_dev,gemma3_1b,Gemma,1.0,E4-Q4,halueval_qa,P0,acc,54.0,200,42
20260630_231033_gemma3_1b_E4-Q4_nq_open_dev,gemma3_1b,Gemma,1.0,E4-Q4,nq_open,P0,em,3.2882,200,42
20260701_213857_gemma3_1b_E4-Q4_nq_open_dev_P1,gemma3_1b,Gemma,1.0,E4-Q4,nq_open,P1,em,2.3968,200,42
20260701_224446_gemma3_1b_E4-Q4_nq_open_dev_P2,gemma3_1b,Gemma,1.0,E4-Q4,nq_open,P2,em,2.1707,200,42
20260702_063359_gemma3_1b_E4-Q4_nq_open_dev_P3,gemma3_1b,Gemma,1.0,E4-Q4,nq_open,P3,em,2.7875,200,42
20260630_224634_gemma3_1b_E4-Q4_squad_v2_dev,gemma3_1b,Gemma,1.0,E4-Q4,squad_v2,P0,em,49.9078,200,42
20260701_213857_gemma3_1b_E4-Q4_squad_v2_dev_P1,gemma3_1b,Gemma,1.0,E4-Q4,squad_v2,P1,em,21.2042,200,42
20260702_024951_gemma3_1b_E4-Q4_squad_v2_dev_P2,gemma3_1b,Gemma,1.0,E4-Q4,squad_v2,P2,em,5.9234,200,42
20260702_063543_gemma3_1b_E4-Q4_squad_v2_dev_P3,gemma3_1b,Gemma,1.0,E4-Q4,squad_v2,P3,em,3.2998,200,42
20260630_232503_gemma3_1b_E4-Q4_truthfulqa_mc1_dev,gemma3_1b,Gemma,1.0,E4-Q4,truthfulqa_mc1,P0,acc,29.0,200,42
20260701_213857_gemma3_1b_E4-Q4_truthfulqa_mc1_dev_P1,gemma3_1b,Gemma,1.0,E4-Q4,truthfulqa_mc1,P1,acc,20.5,200,42
20260702_025322_gemma3_1b_E4-Q4_truthfulqa_mc1_dev_P2,gemma3_1b,Gemma,1.0,E4-Q4,truthfulqa_mc1,P2,acc,22.5,200,42
20260702_063459_gemma3_1b_E4-Q4_truthfulqa_mc1_dev_P3,gemma3_1b,Gemma,1.0,E4-Q4,truthfulqa_mc1,P3,acc,24.0,200,42
20260701_062941_internlm25_18b_E2-Q8_halueval_general_dev,internlm25_18b,InternLM,1.8,E2-Q8,halueval_general,P0,acc,63.0,200,42
20260701_121443_internlm25_18b_E2-Q8_halueval_qa_dev,internlm25_18b,InternLM,1.8,E2-Q8,halueval_qa,P0,acc,44.0,200,42
20260701_114829_internlm25_18b_E2-Q8_nq_open_dev,internlm25_18b,InternLM,1.8,E2-Q8,nq_open,P0,em,1.765,200,42
20260701_214716_internlm25_18b_E2-Q8_nq_open_dev_P1,internlm25_18b,InternLM,1.8,E2-Q8,nq_open,P1,em,1.6364,200,42
20260702_031948_internlm25_18b_E2-Q8_nq_open_dev_P2,internlm25_18b,InternLM,1.8,E2-Q8,nq_open,P2,em,2.1518,200,42
20260702_054728_internlm25_18b_E2-Q8_nq_open_dev_P3,internlm25_18b,InternLM,1.8,E2-Q8,nq_open,P3,em,1.1881,200,42
20260701_015630_internlm25_18b_E2-Q8_squad_v2_dev,internlm25_18b,InternLM,1.8,E2-Q8,squad_v2,P0,em,24.9761,200,42
20260701_214609_internlm25_18b_E2-Q8_squad_v2_dev_P1,internlm25_18b,InternLM,1.8,E2-Q8,squad_v2,P1,em,27.4644,200,42
20260702_031819_internlm25_18b_E2-Q8_squad_v2_dev_P2,internlm25_18b,InternLM,1.8,E2-Q8,squad_v2,P2,em,1.8745,200,42
20260702_053700_internlm25_18b_E2-Q8_squad_v2_dev_P3,internlm25_18b,InternLM,1.8,E2-Q8,squad_v2,P3,em,2.058,200,42
20260701_062728_internlm25_18b_E2-Q8_truthfulqa_mc1_dev,internlm25_18b,InternLM,1.8,E2-Q8,truthfulqa_mc1,P0,acc,39.0,200,42
20260701_214746_internlm25_18b_E2-Q8_truthfulqa_mc1_dev_P1,internlm25_18b,InternLM,1.8,E2-Q8,truthfulqa_mc1,P1,acc,36.0,200,42
20260702_032051_internlm25_18b_E2-Q8_truthfulqa_mc1_dev_P2,internlm25_18b,InternLM,1.8,E2-Q8,truthfulqa_mc1,P2,acc,34.5,200,42
20260702_055758_internlm25_18b_E2-Q8_truthfulqa_mc1_dev_P3,internlm25_18b,InternLM,1.8,E2-Q8,truthfulqa_mc1,P3,acc,30.5,200,42
20260701_125546_internlm25_18b_E3-Q5_halueval_general_dev,internlm25_18b,InternLM,1.8,E3-Q5,halueval_general,P0,acc,62.5,200,42
20260701_125344_internlm25_18b_E3-Q5_halueval_qa_dev,internlm25_18b,InternLM,1.8,E3-Q5,halueval_qa,P0,acc,49.5,200,42
20260701_125038_internlm25_18b_E3-Q5_nq_open_dev,internlm25_18b,InternLM,1.8,E3-Q5,nq_open,P0,em,1.67,200,42
20260702_083452_internlm25_18b_E3-Q5_nq_open_dev_P1,internlm25_18b,InternLM,1.8,E3-Q5,nq_open,P1,em,1.5381,100,42
20260702_043045_internlm25_18b_E3-Q5_nq_open_dev_P2,internlm25_18b,InternLM,1.8,E3-Q5,nq_open,P2,em,2.7714,200,42
20260702_084220_internlm25_18b_E3-Q5_nq_open_dev_P3,internlm25_18b,InternLM,1.8,E3-Q5,nq_open,P3,em,1.2897,100,42
20260701_123531_internlm25_18b_E3-Q5_squad_v2_dev,internlm25_18b,InternLM,1.8,E3-Q5,squad_v2,P0,em,26.3253,200,42
20260702_013646_internlm25_18b_E3-Q5_squad_v2_dev_P1,internlm25_18b,InternLM,1.8,E3-Q5,squad_v2,P1,em,26.9172,200,42
20260702_083947_internlm25_18b_E3-Q5_squad_v2_dev_P2,internlm25_18b,InternLM,1.8,E3-Q5,squad_v2,P2,em,2.7528,100,42
20260702_084130_internlm25_18b_E3-Q5_squad_v2_dev_P3,internlm25_18b,InternLM,1.8,E3-Q5,squad_v2,P3,em,1.8679,100,42
20260701_021704_internlm25_18b_E3-Q5_truthfulqa_mc1_dev,internlm25_18b,InternLM,1.8,E3-Q5,truthfulqa_mc1,P0,acc,40.5,200,42
20260702_015523_internlm25_18b_E3-Q5_truthfulqa_mc1_dev_P1,internlm25_18b,InternLM,1.8,E3-Q5,truthfulqa_mc1,P1,acc,40.0,200,42
20260702_083720_internlm25_18b_E3-Q5_truthfulqa_mc1_dev_P2,internlm25_18b,InternLM,1.8,E3-Q5,truthfulqa_mc1,P2,acc,35.0,100,42
20260702_085059_internlm25_18b_E3-Q5_truthfulqa_mc1_dev_P3,internlm25_18b,InternLM,1.8,E3-Q5,truthfulqa_mc1,P3,acc,32.0,100,42
20260701_061020_internlm25_18b_E4-Q4_halueval_general_dev,internlm25_18b,InternLM,1.8,E4-Q4,halueval_general,P0,acc,46.0,200,42
20260701_061024_internlm25_18b_E4-Q4_halueval_qa_dev,internlm25_18b,InternLM,1.8,E4-Q4,halueval_qa,P0,acc,48.0,200,42
20260701_060932_internlm25_18b_E4-Q4_nq_open_dev,internlm25_18b,InternLM,1.8,E4-Q4,nq_open,P0,em,2.5347,200,42
20260701_215101_internlm25_18b_E4-Q4_nq_open_dev_P1,internlm25_18b,InternLM,1.8,E4-Q4,nq_open,P1,em,1.6226,200,42
20260702_043434_internlm25_18b_E4-Q4_nq_open_dev_P2,internlm25_18b,InternLM,1.8,E4-Q4,nq_open,P2,em,2.4589,200,42
20260702_073726_internlm25_18b_E4-Q4_nq_open_dev_P3,internlm25_18b,InternLM,1.8,E4-Q4,nq_open,P3,em,1.2073,200,42
20260701_021703_internlm25_18b_E4-Q4_squad_v2_dev,internlm25_18b,InternLM,1.8,E4-Q4,squad_v2,P0,em,21.1152,200,42
20260701_214812_internlm25_18b_E4-Q4_squad_v2_dev_P1,internlm25_18b,InternLM,1.8,E4-Q4,squad_v2,P1,em,25.3891,200,42
20260702_042933_internlm25_18b_E4-Q4_squad_v2_dev_P2,internlm25_18b,InternLM,1.8,E4-Q4,squad_v2,P2,em,2.0188,200,42
20260702_073801_internlm25_18b_E4-Q4_squad_v2_dev_P3,internlm25_18b,InternLM,1.8,E4-Q4,squad_v2,P3,em,1.7823,200,42
20260701_021702_internlm25_18b_E4-Q4_truthfulqa_mc1_dev,internlm25_18b,InternLM,1.8,E4-Q4,truthfulqa_mc1,P0,acc,35.5,200,42
20260701_215526_internlm25_18b_E4-Q4_truthfulqa_mc1_dev_P1,internlm25_18b,InternLM,1.8,E4-Q4,truthfulqa_mc1,P1,acc,31.0,200,42
20260702_043817_internlm25_18b_E4-Q4_truthfulqa_mc1_dev_P2,internlm25_18b,InternLM,1.8,E4-Q4,truthfulqa_mc1,P2,acc,40.5,200,42
20260702_074533_internlm25_18b_E4-Q4_truthfulqa_mc1_dev_P3,internlm25_18b,InternLM,1.8,E4-Q4,truthfulqa_mc1,P3,acc,34.0,200,42
20260630_225422_llama32_1b_E0-REF_halueval_general_dev,llama32_1b,Llama,1.0,E0-REF,halueval_general,P0,acc,2.5,200,42
20260630_225402_llama32_1b_E0-REF_halueval_qa_dev,llama32_1b,Llama,1.0,E0-REF,halueval_qa,P0,acc,0.0,200,42
20260630_225320_llama32_1b_E0-REF_nq_open_dev,llama32_1b,Llama,1.0,E0-REF,nq_open,P0,em,9.5974,200,42
20260701_214951_llama32_1b_E0-REF_nq_open_dev_P1,llama32_1b,Llama,1.0,E0-REF,nq_open,P1,em,6.0643,200,42
20260701_233218_llama32_1b_E0-REF_nq_open_dev_P2,llama32_1b,Llama,1.0,E0-REF,nq_open,P2,em,5.9263,200,42
20260702_003136_llama32_1b_E0-REF_nq_open_dev_P3,llama32_1b,Llama,1.0,E0-REF,nq_open,P3,em,5.751,200,42
20260630_230428_llama32_1b_E0-REF_squad_v2_dev,llama32_1b,Llama,1.0,E0-REF,squad_v2,P0,em,43.3288,200,42
20260701_214832_llama32_1b_E0-REF_squad_v2_dev_P1,llama32_1b,Llama,1.0,E0-REF,squad_v2,P1,em,14.4133,200,42
20260701_230737_llama32_1b_E0-REF_squad_v2_dev_P2,llama32_1b,Llama,1.0,E0-REF,squad_v2,P2,em,8.82,200,42
20260702_003111_llama32_1b_E0-REF_squad_v2_dev_P3,llama32_1b,Llama,1.0,E0-REF,squad_v2,P3,em,5.4087,200,42
20260630_225320_llama32_1b_E0-REF_truthfulqa_mc1_dev,llama32_1b,Llama,1.0,E0-REF,truthfulqa_mc1,P0,acc,34.0,200,42
20260701_215345_llama32_1b_E0-REF_truthfulqa_mc1_dev_P1,llama32_1b,Llama,1.0,E0-REF,truthfulqa_mc1,P1,acc,40.0,200,42
20260701_231038_llama32_1b_E0-REF_truthfulqa_mc1_dev_P2,llama32_1b,Llama,1.0,E0-REF,truthfulqa_mc1,P2,acc,34.5,200,42
20260702_004729_llama32_1b_E0-REF_truthfulqa_mc1_dev_P3,llama32_1b,Llama,1.0,E0-REF,truthfulqa_mc1,P3,acc,32.5,200,42
20260630_234230_llama32_1b_E1-INT8_halueval_general_dev,llama32_1b,Llama,1.0,E1-INT8,halueval_general,P0,acc,6.5,200,42
20260630_234124_llama32_1b_E1-INT8_halueval_qa_dev,llama32_1b,Llama,1.0,E1-INT8,halueval_qa,P0,acc,0.0,200,42
20260630_233825_llama32_1b_E1-INT8_nq_open_dev,llama32_1b,Llama,1.0,E1-INT8,nq_open,P0,em,10.2883,200,42
20260702_074505_llama32_1b_E1-INT8_nq_open_dev_P1,llama32_1b,Llama,1.0,E1-INT8,nq_open,P1,em,5.685,200,42
20260702_102741_llama32_1b_E1-INT8_nq_open_dev_P2,llama32_1b,Llama,1.0,E1-INT8,nq_open,P2,em,6.2033,200,42
20260702_125756_llama32_1b_E1-INT8_nq_open_dev_P3,llama32_1b,Llama,1.0,E1-INT8,nq_open,P3,em,5.7195,200,42
20260630_233756_llama32_1b_E1-INT8_squad_v2_dev,llama32_1b,Llama,1.0,E1-INT8,squad_v2,P0,em,42.7564,200,42
20260702_014957_llama32_1b_E1-INT8_squad_v2_dev_P1,llama32_1b,Llama,1.0,E1-INT8,squad_v2,P1,em,13.9516,200,42
20260702_102651_llama32_1b_E1-INT8_squad_v2_dev_P2,llama32_1b,Llama,1.0,E1-INT8,squad_v2,P2,em,9.0596,200,42
20260702_125609_llama32_1b_E1-INT8_squad_v2_dev_P3,llama32_1b,Llama,1.0,E1-INT8,squad_v2,P3,em,5.5469,200,42
20260630_234002_llama32_1b_E1-INT8_truthfulqa_mc1_dev,llama32_1b,Llama,1.0,E1-INT8,truthfulqa_mc1,P0,acc,35.5,200,42
20260702_074505_llama32_1b_E1-INT8_truthfulqa_mc1_dev_P1,llama32_1b,Llama,1.0,E1-INT8,truthfulqa_mc1,P1,acc,42.0,200,42
20260702_103820_llama32_1b_E1-INT8_truthfulqa_mc1_dev_P2,llama32_1b,Llama,1.0,E1-INT8,truthfulqa_mc1,P2,acc,35.5,200,42
20260702_130156_llama32_1b_E1-INT8_truthfulqa_mc1_dev_P3,llama32_1b,Llama,1.0,E1-INT8,truthfulqa_mc1,P3,acc,30.0,200,42
20260701_103445_llama32_1b_E2-Q8_halueval_general_dev,llama32_1b,Llama,1.0,E2-Q8,halueval_general,P0,acc,42.0,200,42
20260701_103445_llama32_1b_E2-Q8_halueval_qa_dev,llama32_1b,Llama,1.0,E2-Q8,halueval_qa,P0,acc,50.0,200,42
20260701_001325_llama32_1b_E2-Q8_nq_open_dev,llama32_1b,Llama,1.0,E2-Q8,nq_open,P0,em,3.0888,200,42
20260701_213648_llama32_1b_E2-Q8_nq_open_dev_P1,llama32_1b,Llama,1.0,E2-Q8,nq_open,P1,em,2.206,200,42
20260702_015058_llama32_1b_E2-Q8_nq_open_dev_P2,llama32_1b,Llama,1.0,E2-Q8,nq_open,P2,em,2.0471,200,42
20260702_042124_llama32_1b_E2-Q8_nq_open_dev_P3,llama32_1b,Llama,1.0,E2-Q8,nq_open,P3,em,1.9445,200,42
20260701_001326_llama32_1b_E2-Q8_squad_v2_dev,llama32_1b,Llama,1.0,E2-Q8,squad_v2,P0,em,38.9029,200,42
20260701_213649_llama32_1b_E2-Q8_squad_v2_dev_P1,llama32_1b,Llama,1.0,E2-Q8,squad_v2,P1,em,26.396,200,42
20260702_014158_llama32_1b_E2-Q8_squad_v2_dev_P2,llama32_1b,Llama,1.0,E2-Q8,squad_v2,P2,em,2.6204,200,42
20260702_041832_llama32_1b_E2-Q8_squad_v2_dev_P3,llama32_1b,Llama,1.0,E2-Q8,squad_v2,P3,em,2.1459,200,42
20260701_001325_llama32_1b_E2-Q8_truthfulqa_mc1_dev,llama32_1b,Llama,1.0,E2-Q8,truthfulqa_mc1,P0,acc,26.0,200,42
20260701_213648_llama32_1b_E2-Q8_truthfulqa_mc1_dev_P1,llama32_1b,Llama,1.0,E2-Q8,truthfulqa_mc1,P1,acc,22.0,200,42
20260702_020222_llama32_1b_E2-Q8_truthfulqa_mc1_dev_P2,llama32_1b,Llama,1.0,E2-Q8,truthfulqa_mc1,P2,acc,33.0,200,42
20260702_043152_llama32_1b_E2-Q8_truthfulqa_mc1_dev_P3,llama32_1b,Llama,1.0,E2-Q8,truthfulqa_mc1,P3,acc,32.5,200,42
20260701_103445_llama32_1b_E3-Q5_halueval_general_dev,llama32_1b,Llama,1.0,E3-Q5,halueval_general,P0,acc,50.0,200,42
20260701_103445_llama32_1b_E3-Q5_halueval_qa_dev,llama32_1b,Llama,1.0,E3-Q5,halueval_qa,P0,acc,52.5,200,42
20260701_001333_llama32_1b_E3-Q5_nq_open_dev,llama32_1b,Llama,1.0,E3-Q5,nq_open,P0,em,2.9799,200,42
20260701_213857_llama32_1b_E3-Q5_nq_open_dev_P1,llama32_1b,Llama,1.0,E3-Q5,nq_open,P1,em,2.6988,200,42
20260702_033202_llama32_1b_E3-Q5_nq_open_dev_P2,llama32_1b,Llama,1.0,E3-Q5,nq_open,P2,em,1.9675,200,42
20260702_062823_llama32_1b_E3-Q5_nq_open_dev_P3,llama32_1b,Llama,1.0,E3-Q5,nq_open,P3,em,2.4814,200,42
20260701_001333_llama32_1b_E3-Q5_squad_v2_dev,llama32_1b,Llama,1.0,E3-Q5,squad_v2,P0,em,43.3087,200,42
20260701_213856_llama32_1b_E3-Q5_squad_v2_dev_P1,llama32_1b,Llama,1.0,E3-Q5,squad_v2,P1,em,28.9268,200,42
20260702_033311_llama32_1b_E3-Q5_squad_v2_dev_P2,llama32_1b,Llama,1.0,E3-Q5,squad_v2,P2,em,2.5733,200,42
20260702_062514_llama32_1b_E3-Q5_squad_v2_dev_P3,llama32_1b,Llama,1.0,E3-Q5,squad_v2,P3,em,2.2415,200,42
20260701_001333_llama32_1b_E3-Q5_truthfulqa_mc1_dev,llama32_1b,Llama,1.0,E3-Q5,truthfulqa_mc1,P0,acc,29.0,200,42
20260701_213857_llama32_1b_E3-Q5_truthfulqa_mc1_dev_P1,llama32_1b,Llama,1.0,E3-Q5,truthfulqa_mc1,P1,acc,21.5,200,42
20260702_033949_llama32_1b_E3-Q5_truthfulqa_mc1_dev_P2,llama32_1b,Llama,1.0,E3-Q5,truthfulqa_mc1,P2,acc,32.0,200,42
20260702_064236_llama32_1b_E3-Q5_truthfulqa_mc1_dev_P3,llama32_1b,Llama,1.0,E3-Q5,truthfulqa_mc1,P3,acc,26.5,200,42
20260701_053028_llama32_1b_E4-Q4_halueval_general_dev,llama32_1b,Llama,1.0,E4-Q4,halueval_general,P0,acc,44.5,200,42
20260701_052417_llama32_1b_E4-Q4_halueval_qa_dev,llama32_1b,Llama,1.0,E4-Q4,halueval_qa,P0,acc,50.5,200,42
20260701_001706_llama32_1b_E4-Q4_nq_open_dev,llama32_1b,Llama,1.0,E4-Q4,nq_open,P0,em,3.3619,200,42
20260701_213856_llama32_1b_E4-Q4_nq_open_dev_P1,llama32_1b,Llama,1.0,E4-Q4,nq_open,P1,em,2.4655,200,42
20260702_031249_llama32_1b_E4-Q4_nq_open_dev_P2,llama32_1b,Llama,1.0,E4-Q4,nq_open,P2,em,2.0654,200,42
20260702_064138_llama32_1b_E4-Q4_nq_open_dev_P3,llama32_1b,Llama,1.0,E4-Q4,nq_open,P3,em,2.2145,200,42
20260701_001713_llama32_1b_E4-Q4_squad_v2_dev,llama32_1b,Llama,1.0,E4-Q4,squad_v2,P0,em,37.3313,200,42
20260701_213857_llama32_1b_E4-Q4_squad_v2_dev_P1,llama32_1b,Llama,1.0,E4-Q4,squad_v2,P1,em,25.6219,200,42
20260702_085630_llama32_1b_E4-Q4_squad_v2_dev_P2,llama32_1b,Llama,1.0,E4-Q4,squad_v2,P2,em,2.5422,200,42
20260702_063629_llama32_1b_E4-Q4_squad_v2_dev_P3,llama32_1b,Llama,1.0,E4-Q4,squad_v2,P3,em,2.6079,200,42
20260701_001713_llama32_1b_E4-Q4_truthfulqa_mc1_dev,llama32_1b,Llama,1.0,E4-Q4,truthfulqa_mc1,P0,acc,31.0,200,42
20260701_213856_llama32_1b_E4-Q4_truthfulqa_mc1_dev_P1,llama32_1b,Llama,1.0,E4-Q4,truthfulqa_mc1,P1,acc,22.0,200,42
20260701_225843_llama32_1b_E4-Q4_truthfulqa_mc1_dev_P2,llama32_1b,Llama,1.0,E4-Q4,truthfulqa_mc1,P2,acc,33.0,200,42
20260702_064821_llama32_1b_E4-Q4_truthfulqa_mc1_dev_P3,llama32_1b,Llama,1.0,E4-Q4,truthfulqa_mc1,P3,acc,22.0,200,42
20260630_232438_llama32_3b_E0-REF_halueval_general_dev,llama32_3b,Llama,3.0,E0-REF,halueval_general,P0,acc,56.0,200,42
20260630_233554_llama32_3b_E0-REF_halueval_qa_dev,llama32_3b,Llama,3.0,E0-REF,halueval_qa,P0,acc,51.0,200,42
20260630_232346_llama32_3b_E0-REF_nq_open_dev,llama32_3b,Llama,3.0,E0-REF,nq_open,P0,em,12.2601,200,42
20260701_222547_llama32_3b_E0-REF_nq_open_dev_P1,llama32_3b,Llama,3.0,E0-REF,nq_open,P1,em,7.3916,200,42
20260701_234419_llama32_3b_E0-REF_nq_open_dev_P2,llama32_3b,Llama,3.0,E0-REF,nq_open,P2,em,6.7595,200,42
20260702_012429_llama32_3b_E0-REF_nq_open_dev_P3,llama32_3b,Llama,3.0,E0-REF,nq_open,P3,em,6.2912,200,42
20260630_232250_llama32_3b_E0-REF_squad_v2_dev,llama32_3b,Llama,3.0,E0-REF,squad_v2,P0,em,46.3754,200,42
20260701_222300_llama32_3b_E0-REF_squad_v2_dev_P1,llama32_3b,Llama,3.0,E0-REF,squad_v2,P1,em,17.5301,200,42
20260701_234019_llama32_3b_E0-REF_squad_v2_dev_P2,llama32_3b,Llama,3.0,E0-REF,squad_v2,P2,em,11.5487,200,42
