task,run_id,model_key,setting,prompt_tier,dataset,split,num_examples,primary_metric_name,primary_metric,exact_match,f1,prompt_acc,instr_acc,mtbench_score,instruction_level_acc,has_ans_exact_match,has_ans_f1,no_ans_exact_match,no_ans_f1,valid_scores,empty_responses,latency_ms_mean,decode_chars_per_s_mean,judge_model
task_eval,20260701_052423_qwen25_05b_E2-Q8_squad_v2_dev,qwen25_05b,E2-Q8,P0,squad_v2,dev,200,f1,0.2940620187599809,0.245,0.2940620187599809,,,,,0.1782178217821782,0.2603010647239215,0.31313131313131315,0.3285050122715163,,,14940.40794470231,33.54992503263978,
task_eval,20260701_052424_falcon_h1_tiny_90m_E3-Q5_halueval_general_dev,falcon_h1_tiny_90m,E3-Q5,P0,halueval_general,dev,200,f1,0.35,0.35,0.35,,,,,,,,,,,3527.854119496187,73.89847617509496,
task_eval,20260701_052424_falcon_h1_tiny_r_06b_E2-Q8_halueval_general_dev,falcon_h1_tiny_r_06b,E2-Q8,P0,halueval_general,dev,200,f1,0.52,0.52,0.52,,,,,,,,,,,34177.32625364908,12.156621976939912,
task_eval,20260701_052424_qwen25_05b_E3-Q5_halueval_general_dev,qwen25_05b,E3-Q5,P0,halueval_general,dev,200,f1,0.44,0.44,0.44,,,,,,,,,,,19081.200888894964,23.483591464778137,
task_eval,20260701_052425_falcon_h1_05b_E2-Q8_halueval_general_dev,falcon_h1_05b,E2-Q8,P0,halueval_general,dev,200,f1,0.2,0.2,0.2,,,,,,,,,,,15226.142785431584,16.27470126679568,
task_eval,20260701_052425_falcon_h1_05b_E2-Q8_nq_open_dev,falcon_h1_05b,E2-Q8,P0,nq_open,dev,200,f1,0.011213383037659876,0.0,0.011213383037659876,,,,,,,,,,,14795.65365069313,29.595436110757657,
task_eval,20260701_052425_falcon_h1_05b_E2-Q8_truthfulqa_mc1_dev,falcon_h1_05b,E2-Q8,P0,truthfulqa_mc1,dev,200,f1,0.43,0.43,0.43,,,,,,,,,,,12570.855472359108,20.44140282508064,
task_eval,20260701_052425_falcon_h1_05b_E3-Q5_squad_v2_dev,falcon_h1_05b,E3-Q5,P0,squad_v2,dev,200,f1,0.43886756090131446,0.37,0.43886756090131446,,,,,0.18811881188118812,0.3214015335337649,0.5555555555555556,0.5587066393267943,,,24274.799670514185,19.64638575802513,
task_eval,20260701_052425_falcon_h1_tiny_90m_E2-Q8_nq_open_dev,falcon_h1_tiny_90m,E2-Q8,P0,nq_open,dev,200,f1,0.013550471555801274,0.0,0.013550471555801274,,,,,,,,,,,1341.4051061111968,108.2749752298712,
task_eval,20260701_052425_falcon_h1_tiny_r_06b_E2-Q8_squad_v2_dev,falcon_h1_tiny_r_06b,E2-Q8,P0,squad_v2,dev,200,f1,0.19810749193038416,0.11,0.19810749193038416,,,,,0.2079207920792079,0.37860291150788156,0.010101010101010102,0.013965700240210044,,,22058.798604568,16.480403108673855,
task_eval,20260701_052426_smollm2_360m_E2-Q8_halueval_qa_dev,smollm2_360m,E2-Q8,P0,halueval_qa,dev,200,f1,0.585,0.585,0.585,,,,,,,,,,,19544.18470583274,24.99254806906834,
task_eval,20260701_052426_smollm2_360m_E3-Q5_halueval_qa_dev,smollm2_360m,E3-Q5,P0,halueval_qa,dev,200,f1,0.53,0.53,0.53,,,,,,,,,,,22977.880211686715,21.313281180471506,
task_eval,20260701_052428_qwen25_05b_E2-Q8_truthfulqa_mc1_dev,qwen25_05b,E2-Q8,P0,truthfulqa_mc1,dev,200,f1,0.3,0.3,0.3,,,,,,,,,,,15486.392650750931,37.48116074041435,
task_eval,20260701_052429_falcon_h1_05b_E2-Q8_halueval_qa_dev,falcon_h1_05b,E2-Q8,P0,halueval_qa,dev,200,f1,0.45,0.45,0.45,,,,,,,,,,,24817.03281124006,14.828080570863184,
task_eval,20260701_052429_falcon_h1_05b_E3-Q5_halueval_general_dev,falcon_h1_05b,E3-Q5,P0,halueval_general,dev,200,f1,0.23,0.23,0.23,,,,,,,,,,,28059.426867008442,12.94630170235262,
task_eval,20260701_052429_falcon_h1_05b_E3-Q5_nq_open_dev,falcon_h1_05b,E3-Q5,P0,nq_open,dev,200,f1,0.01294703072670732,0.0,0.01294703072670732,,,,,,,,,,,19182.18448900734,21.591149047129093,
task_eval,20260701_052429_falcon_h1_tiny_90m_E2-Q8_halueval_qa_dev,falcon_h1_tiny_90m,E2-Q8,P0,halueval_qa,dev,200,f1,0.355,0.355,0.355,,,,,,,,,,,4233.782805146184,53.996839462686786,
task_eval,20260701_052429_falcon_h1_tiny_90m_E2-Q8_squad_v2_dev,falcon_h1_tiny_90m,E2-Q8,P0,squad_v2,dev,200,f1,0.2730624248801137,0.19,0.2730624248801137,,,,,0.37623762376237624,0.5407176730299281,0.0,0.0,,,2181.8276568560395,180.0456132837127,
task_eval,20260701_052429_falcon_h1_tiny_90m_E2-Q8_truthfulqa_mc1_dev,falcon_h1_tiny_90m,E2-Q8,P0,truthfulqa_mc1,dev,200,f1,0.25,0.25,0.25,,,,,,,,,,,1904.5975854818244,157.28009409266778,
task_eval,20260701_052429_falcon_h1_tiny_90m_E3-Q5_halueval_qa_dev,falcon_h1_tiny_90m,E3-Q5,P0,halueval_qa,dev,200,f1,0.26,0.26,0.26,,,,,,,,,,,4863.658621046925,40.29619621191946,
task_eval,20260701_052429_falcon_h1_tiny_90m_E3-Q5_nq_open_dev,falcon_h1_tiny_90m,E3-Q5,P0,nq_open,dev,200,f1,0.009659592599849191,0.0,0.009659592599849191,,,,,,,,,,,1627.4450566037558,114.01275983556327,
task_eval,20260701_052429_falcon_h1_tiny_90m_E3-Q5_squad_v2_dev,falcon_h1_tiny_90m,E3-Q5,P0,squad_v2,dev,200,f1,0.2549587909231143,0.165,0.2549587909231143,,,,,0.32673267326732675,0.504868892917058,0.0,0.0,,,2738.055817555869,130.33753633598718,
task_eval,20260701_052429_falcon_h1_tiny_r_06b_E2-Q8_nq_open_dev,falcon_h1_tiny_r_06b,E2-Q8,P0,nq_open,dev,200,f1,0.011645230673414813,0.0,0.011645230673414813,,,,,,,,,,,16404.2289610405,16.07821715883322,
task_eval,20260701_052429_falcon_h1_tiny_r_06b_E2-Q8_truthfulqa_mc1_dev,falcon_h1_tiny_r_06b,E2-Q8,P0,truthfulqa_mc1,dev,200,f1,0.295,0.295,0.295,,,,,,,,,,,11638.85265703313,11.764373112364275,
task_eval,20260701_052429_falcon_h1_tiny_r_06b_E3-Q5_halueval_general_dev,falcon_h1_tiny_r_06b,E3-Q5,P0,halueval_general,dev,200,f1,0.255,0.255,0.255,,,,,,,,,,,24759.742575318087,9.575696520988071,
task_eval,20260701_052429_falcon_h1_tiny_r_06b_E3-Q5_nq_open_dev,falcon_h1_tiny_r_06b,E3-Q5,P0,nq_open,dev,200,f1,0.005196257673692332,0.0,0.005196257673692332,,,,,,,,,,,16227.33927900088,14.544120559849098,
task_eval,20260701_052429_qwen25_05b_E2-Q8_halueval_general_dev,qwen25_05b,E2-Q8,P0,halueval_general,dev,200,f1,0.525,0.525,0.525,,,,,,,,,,,18557.847213010537,26.04511299439803,
task_eval,20260701_052429_qwen25_05b_E3-Q5_truthfulqa_mc1_dev,qwen25_05b,E3-Q5,P0,truthfulqa_mc1,dev,200,f1,0.265,0.265,0.265,,,,,,,,,,,26117.792174394708,23.223702283952633,
task_eval,20260701_052429_smollm2_360m_E3-Q5_halueval_general_dev,smollm2_360m,E3-Q5,P0,halueval_general,dev,200,f1,0.395,0.395,0.395,,,,,,,,,,,20623.884344054386,20.72303680131979,
task_eval,20260701_052432_falcon_h1_05b_E4-Q4_halueval_general_dev,falcon_h1_05b,E4-Q4,P0,halueval_general,dev,200,f1,0.235,0.235,0.235,,,,,,,,,,,10685.73708753218,33.30338322790968,
task_eval,20260701_052432_falcon_h1_05b_E4-Q4_squad_v2_dev,falcon_h1_05b,E4-Q4,P0,squad_v2,dev,200,f1,0.33842396569342353,0.26,0.33842396569342353,,,,,0.18811881188118812,0.33995135371241486,0.3333333333333333,0.3368657213508162,,,9865.20501984749,47.52307091600033,
task_eval,20260701_052432_falcon_h1_tiny_90m_E4-Q4_halueval_qa_dev,falcon_h1_tiny_90m,E4-Q4,P0,halueval_qa,dev,200,f1,0.295,0.295,0.295,,,,,,,,,,,3006.533259197604,49.56363570231139,
task_eval,20260701_052432_falcon_h1_tiny_90m_E4-Q4_nq_open_dev,falcon_h1_tiny_90m,E4-Q4,P0,nq_open,dev,200,f1,0.004015156638305681,0.0,0.004015156638305681,,,,,,,,,,,1910.276740466943,114.93970929342125,
task_eval,20260701_052432_falcon_h1_tiny_r_06b_E3-Q5_truthfulqa_mc1_dev,falcon_h1_tiny_r_06b,E3-Q5,P0,truthfulqa_mc1,dev,200,f1,0.2,0.2,0.2,,,,,,,,,,,17382.955651875818,14.796404055937964,
task_eval,20260701_052432_smollm2_360m_E4-Q4_halueval_general_dev,smollm2_360m,E4-Q4,P0,halueval_general,dev,200,f1,0.455,0.455,0.455,,,,,,,,,,,9249.156208703062,39.051537932513035,
task_eval,20260701_052432_smollm2_360m_E4-Q4_halueval_qa_dev,smollm2_360m,E4-Q4,P0,halueval_qa,dev,200,f1,0.51,0.51,0.51,,,,,,,,,,,16998.27258296078,30.002487222775343,
task_eval,20260701_052433_falcon_h1_05b_E4-Q4_halueval_qa_dev,falcon_h1_05b,E4-Q4,P0,halueval_qa,dev,200,f1,0.49,0.49,0.49,,,,,,,,,,,13639.914553078124,27.78804033907342,
task_eval,20260701_052434_falcon_h1_05b_E4-Q4_nq_open_dev,falcon_h1_05b,E4-Q4,P0,nq_open,dev,200,f1,0.015376757808739629,0.0,0.015376757808739629,,,,,,,,,,,6862.70840312005,61.36889863224661,
task_eval,20260701_052434_falcon_h1_tiny_90m_E4-Q4_halueval_general_dev,falcon_h1_tiny_90m,E4-Q4,P0,halueval_general,dev,200,f1,0.195,0.195,0.195,,,,,,,,,,,2223.4485791274346,100.92536182778618,
task_eval,20260701_052434_falcon_h1_tiny_90m_E4-Q4_squad_v2_dev,falcon_h1_tiny_90m,E4-Q4,P0,squad_v2,dev,200,f1,0.15510129224019975,0.065,0.15510129224019975,,,,,0.12871287128712872,0.3071312717627718,0.0,0.0,,,2682.813261343399,170.05372985837985,
task_eval,20260701_052434_falcon_h1_tiny_90m_E4-Q4_truthfulqa_mc1_dev,falcon_h1_tiny_90m,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.195,0.195,0.195,,,,,,,,,,,1720.029939361848,232.1550062543617,
task_eval,20260701_052435_falcon_h1_tiny_r_06b_E3-Q5_halueval_qa_dev,falcon_h1_tiny_r_06b,E3-Q5,P0,halueval_qa,dev,200,f1,0.405,0.405,0.405,,,,,,,,,,,34683.886313486146,7.3063535089140705,
task_eval,20260701_052436_falcon_h1_05b_E4-Q4_truthfulqa_mc1_dev,falcon_h1_05b,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.405,0.405,0.405,,,,,,,,,,,7169.467049641535,43.681089355483714,
task_eval,20260701_052436_falcon_h1_tiny_r_06b_E3-Q5_squad_v2_dev,falcon_h1_tiny_r_06b,E3-Q5,P0,squad_v2,dev,200,f1,0.013190806776484525,0.0,0.013190806776484525,,,,,0.0,0.0261204094583852,0.0,0.0,,,21817.79748767265,13.707406351049414,
task_eval,20260701_052436_qwen25_05b_E4-Q4_nq_open_dev,qwen25_05b,E4-Q4,P0,nq_open,dev,200,f1,0.015521269012325136,0.0,0.015521269012325136,,,,,,,,,,,6787.885317549808,65.77355170381163,
task_eval,20260701_052501_falcon_h1_05b_E0-REF_squad_v2_dev,falcon_h1_05b,E0-REF,P0,squad_v2,dev,200,f1,0.1355485168019086,0.02,0.1355485168019086,,,,,0.009900990099009901,0.20635312198142558,0.030303030303030304,0.06331351555815895,,,4894.625625594053,57.23896368515725,
task_eval,20260701_052506_falcon_h1_tiny_r_06b_E1-INT8_halueval_qa_dev,falcon_h1_tiny_r_06b,E1-INT8,P0,halueval_qa,dev,200,f1,0.0,0.0,0.0,,,,,,,,,,,37005.20849192166,13.599092364224829,
task_eval,20260701_052509_falcon_h1_15b_deep_E1-INT8_halueval_general_dev,falcon_h1_15b_deep,E1-INT8,P0,halueval_general,dev,200,f1,0.795,0.795,0.795,,,,,,,,,,,35724.17637780309,10.73804896700822,
task_eval,20260701_052509_falcon_h1_15b_deep_E1-INT8_halueval_qa_dev,falcon_h1_15b_deep,E1-INT8,P0,halueval_qa,dev,200,f1,0.48,0.48,0.48,,,,,,,,,,,35046.55008544563,9.408927918606196,
task_eval,20260701_052510_smollm2_17b_E1-INT8_halueval_qa_dev,smollm2_17b,E1-INT8,P0,halueval_qa,dev,200,f1,0.46,0.46,0.46,,,,,,,,,,,226.07250917470083,11.07208268496741,
task_eval,20260701_052910_tinyllama_11b_E2-Q8_halueval_qa_dev,tinyllama_11b,E2-Q8,P0,halueval_qa,dev,200,f1,0.565,0.565,0.565,,,,,,,,,,,28882.219729676144,7.366647946536685,
task_eval,20260701_053028_llama32_1b_E4-Q4_halueval_general_dev,llama32_1b,E4-Q4,P0,halueval_general,dev,200,f1,0.445,0.445,0.445,,,,,,,,,,,11705.117268284084,47.338228633215145,
task_eval,20260701_053054_falcon_h1_15b_E2-Q8_halueval_qa_dev,falcon_h1_15b,E2-Q8,P0,halueval_qa,dev,200,f1,0.52,0.52,0.52,,,,,,,,,,,20725.195681602927,5.846003961341983,
task_eval,20260701_053054_tinyllama_11b_E3-Q5_squad_v2_dev,tinyllama_11b,E3-Q5,P0,squad_v2,dev,200,f1,0.15307824829603378,0.04,0.15307824829603378,,,,,0.06930693069306931,0.29102403402954985,0.010101010101010102,0.012345679012345678,,,10084.461010275409,39.0038226960531,
task_eval,20260701_053117_tinyllama_11b_E4-Q4_squad_v2_dev,tinyllama_11b,E4-Q4,P0,squad_v2,dev,200,f1,0.1482701984673112,0.05,0.1482701984673112,,,,,0.09900990099009901,0.29236672963824,0.0,0.0012626262626262627,,,20699.622119696578,19.187869445724676,
task_eval,20260701_053215_tinyllama_11b_E4-Q4_nq_open_dev,tinyllama_11b,E4-Q4,P0,nq_open,dev,200,f1,0.018813622739180805,0.0,0.018813622739180805,,,,,,,,,,,19318.87956663617,19.69336538991988,
task_eval,20260701_053348_tinyllama_11b_E4-Q4_truthfulqa_mc1_dev,tinyllama_11b,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.225,0.225,0.225,,,,,,,,,,,20099.589568388183,14.50957651767607,
task_eval,20260701_053349_tinyllama_11b_E3-Q5_nq_open_dev,tinyllama_11b,E3-Q5,P0,nq_open,dev,200,f1,0.018764057950469967,0.0,0.018764057950469967,,,,,,,,,,,23226.286652518902,16.212264808464724,
task_eval,20260701_053454_tinyllama_11b_E4-Q4_halueval_qa_dev,tinyllama_11b,E4-Q4,P0,halueval_qa,dev,200,f1,0.525,0.525,0.525,,,,,,,,,,,28653.076712636976,7.948024833979681,
task_eval,20260701_053531_falcon_h1_15b_deep_E2-Q8_squad_v2_dev,falcon_h1_15b_deep,E2-Q8,P0,squad_v2,dev,200,f1,0.40496504212222556,0.275,0.40496504212222556,,,,,0.3069306930693069,0.5500114713639245,0.24242424242424243,0.256988381986755,,,24962.58443677216,4.801068399544402,
task_eval,20260701_053632_tinyllama_11b_E3-Q5_truthfulqa_mc1_dev,tinyllama_11b,E3-Q5,P0,truthfulqa_mc1,dev,200,f1,0.215,0.215,0.215,,,,,,,,,,,28649.29062097217,10.414353581722828,
task_eval,20260701_053855_falcon_h1_15b_deep_E2-Q8_nq_open_dev,falcon_h1_15b_deep,E2-Q8,P0,nq_open,dev,200,f1,0.07874709443412603,0.0,0.07874709443412603,,,,,,,,,,,14752.362069782102,5.107440184832041,
task_eval,20260701_054733_tinyllama_11b_E4-Q4_halueval_general_dev,tinyllama_11b,E4-Q4,P0,halueval_general,dev,200,f1,0.31,0.31,0.31,,,,,,,,,,,16717.834904425545,14.92732376507201,
task_eval,20260701_054747_falcon_h1_15b_E4-Q4_nq_open_dev,falcon_h1_15b,E4-Q4,P0,nq_open,dev,200,f1,0.03860611665398657,0.0,0.03860611665398657,,,,,,,,,,,6041.993226321647,15.943416972322703,
task_eval,20260701_054831_falcon_h1_15b_E4-Q4_halueval_qa_dev,falcon_h1_15b,E4-Q4,P0,halueval_qa,dev,200,f1,0.485,0.485,0.485,,,,,,,,,,,23683.285638095113,4.073245070227265,
task_eval,20260701_054845_falcon_h1_15b_E4-Q4_halueval_general_dev,falcon_h1_15b,E4-Q4,P0,halueval_general,dev,200,f1,0.4,0.4,0.4,,,,,,,,,,,33241.578546338715,14.303798737409496,
task_eval,20260701_055011_falcon_h1_15b_deep_E4-Q4_squad_v2_dev,falcon_h1_15b_deep,E4-Q4,P0,squad_v2,dev,200,f1,0.37433381647574354,0.25,0.37433381647574354,,,,,0.2871287128712871,0.5236260200576094,0.21212121212121213,0.22202560878111274,,,19844.71104507451,7.064995340448768,
task_eval,20260701_055147_falcon_h1_15b_deep_E4-Q4_nq_open_dev,falcon_h1_15b_deep,E4-Q4,P0,nq_open,dev,200,f1,0.061441571208716086,0.0,0.061441571208716086,,,,,,,,,,,8845.160983626265,11.908529822074682,
task_eval,20260701_055543_falcon_h1_15b_deep_E4-Q4_truthfulqa_mc1_dev,falcon_h1_15b_deep,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.605,0.605,0.605,,,,,,,,,,,27729.977856593905,18.180549029623887,
task_eval,20260701_055749_falcon_h1_15b_deep_E4-Q4_halueval_general_dev,falcon_h1_15b_deep,E4-Q4,P0,halueval_general,dev,200,f1,0.745,0.745,0.745,,,,,,,,,,,29932.120328233577,17.330266593494454,
task_eval,20260701_055840_qwen25_15b_E4-Q4_squad_v2_dev,qwen25_15b,E4-Q4,P0,squad_v2,dev,200,f1,0.1235974260495769,0.04,0.1235974260495769,,,,,0.019801980198019802,0.15733665320289783,0.06060606060606061,0.08917659834770401,,,16973.984622578137,28.96621684408194,
task_eval,20260701_060035_qwen25_15b_E4-Q4_nq_open_dev,qwen25_15b,E4-Q4,P0,nq_open,dev,200,f1,0.02588859375890939,0.0,0.02588859375890939,,,,,,,,,,,19869.418650427833,21.56930536865043,
task_eval,20260701_060046_qwen25_15b_E4-Q4_truthfulqa_mc1_dev,qwen25_15b,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.555,0.555,0.555,,,,,,,,,,,14066.73714362667,31.414634914675517,
task_eval,20260701_060434_tinyllama_11b_E3-Q5_halueval_general_dev,tinyllama_11b,E3-Q5,P0,halueval_general,dev,200,f1,0.215,0.215,0.215,,,,,,,,,,,18351.859777208883,14.048402575076771,
task_eval,20260701_060443_qwen25_15b_E4-Q4_halueval_qa_dev,qwen25_15b,E4-Q4,P0,halueval_qa,dev,200,f1,0.56,0.56,0.56,,,,,,,,,,,28968.474980853498,19.12694603689464,
task_eval,20260701_060814_qwen25_15b_E4-Q4_halueval_general_dev,qwen25_15b,E4-Q4,P0,halueval_general,dev,200,f1,0.455,0.455,0.455,,,,,,,,,,,29092.805825123796,21.216963567033744,
task_eval,20260701_060932_internlm25_18b_E4-Q4_nq_open_dev,internlm25_18b,E4-Q4,P0,nq_open,dev,200,f1,0.025347156114712454,0.0,0.025347156114712454,,,,,,,,,,,13085.03378606867,37.19672782650871,
task_eval,20260701_061020_internlm25_18b_E4-Q4_halueval_general_dev,internlm25_18b,E4-Q4,P0,halueval_general,dev,200,f1,0.46,0.46,0.46,,,,,,,,,,,23686.349318728317,19.650143058779147,
task_eval,20260701_061024_internlm25_18b_E4-Q4_halueval_qa_dev,internlm25_18b,E4-Q4,P0,halueval_qa,dev,200,f1,0.48,0.48,0.48,,,,,,,,,,,34061.03173719952,8.107996519373275,
task_eval,20260701_061026_llama32_3b_E4-Q4_nq_open_dev,llama32_3b,E4-Q4,P0,nq_open,dev,200,f1,0.07079955109481201,0.0,0.07079955109481201,,,,,,,,,,,19842.49979339773,15.491140807514736,
task_eval,20260701_062037_llama32_3b_E4-Q4_truthfulqa_mc1_dev,llama32_3b,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.58,0.58,0.58,,,,,,,,,,,14560.848199678585,18.718094222376862,
task_eval,20260701_062728_internlm25_18b_E2-Q8_truthfulqa_mc1_dev,internlm25_18b,E2-Q8,P0,truthfulqa_mc1,dev,200,f1,0.39,0.39,0.39,,,,,,,,,,,23701.81883722893,6.811012155325373,
task_eval,20260701_062835_falcon_h1_15b_deep_E3-Q5_nq_open_dev,falcon_h1_15b_deep,E3-Q5,P0,nq_open,dev,200,f1,0.056396682961766836,0.0,0.056396682961766836,,,,,,,,,,,24592.732206227956,3.87442338041136,
task_eval,20260701_062941_internlm25_18b_E2-Q8_halueval_general_dev,internlm25_18b,E2-Q8,P0,halueval_general,dev,200,f1,0.63,0.63,0.63,,,,,,,,,,,17210.59739131597,29.367463305233194,
task_eval,20260701_063951_qwen25_15b_E3-Q5_nq_open_dev,qwen25_15b,E3-Q5,P0,nq_open,dev,200,f1,0.03607196464960433,0.0,0.03607196464960433,,,,,,,,,,,35943.39984779246,11.181843319556124,
task_eval,20260701_064742_phi4_mini_E4-Q4_truthfulqa_mc1_dev,phi4_mini,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.62,0.62,0.62,,,,,,,,,,,15197.882109640632,3.627988587955383,
task_eval,20260701_065518_phi4_mini_E4-Q4_halueval_general_dev,phi4_mini,E4-Q4,P0,halueval_general,dev,200,f1,0.74,0.74,0.74,,,,,,,,,,,33597.72945419769,9.663333362237708,
task_eval,20260701_071221_llama32_3b_E3-Q5_squad_v2_dev,llama32_3b,E3-Q5,P0,squad_v2,dev,200,f1,0.49197912882594297,0.39,0.49197912882594297,,,,,0.43564356435643564,0.6015699006911573,0.3434343434343434,0.3801744019735525,,,33854.981884172885,4.9723061031753,
task_eval,20260701_072442_llama32_3b_E3-Q5_truthfulqa_mc1_dev,llama32_3b,E3-Q5,P0,truthfulqa_mc1,dev,200,f1,0.61,0.61,0.61,,,,,,,,,,,22637.20981184044,9.825550411998263,
task_eval,20260701_082842_phi4_mini_E3-Q5_halueval_general_dev,phi4_mini,E3-Q5,P0,halueval_general,dev,200,f1,0.815,0.815,0.815,,,,,,,,,,,34829.21152287512,7.686307300463169,
task_eval,20260701_103440_falcon_h1_15b_deep_E3-Q5_squad_v2_dev,falcon_h1_15b_deep,E3-Q5,P0,squad_v2,dev,200,f1,0.4047820607095013,0.27,0.4047820607095013,,,,,0.32673267326732675,0.5831026921442795,0.21212121212121213,0.22285899227604072,,,7207.467258104589,18.17836205181943,
task_eval,20260701_103440_llama32_3b_E4-Q4_halueval_general_dev,llama32_3b,E4-Q4,P0,halueval_general,dev,200,f1,0.58,0.58,0.58,,,,,,,,,,,18338.593906690367,29.257924804174035,
task_eval,20260701_103440_phi35_mini_E4-Q4_halueval_general_dev,phi35_mini,E4-Q4,P0,halueval_general,dev,200,f1,0.795,0.795,0.795,,,,,,,,,,,27642.220765096135,18.411517914349076,
task_eval,20260701_103440_phi35_mini_E4-Q4_nq_open_dev,phi35_mini,E4-Q4,P0,nq_open,dev,200,f1,0.017339044065218967,0.0,0.017339044065218967,,,,,,,,,,,27762.216692352667,16.814734392397867,
task_eval,20260701_103440_phi35_mini_E4-Q4_squad_v2_dev,phi35_mini,E4-Q4,P0,squad_v2,dev,200,f1,0.43442961219224097,0.32,0.43442961219224097,,,,,0.5841584158415841,0.7915720228711011,0.050505050505050504,0.0700722033178483,,,30117.328824290307,16.03410107281622,
task_eval,20260701_103440_phi35_mini_E4-Q4_truthfulqa_mc1_dev,phi35_mini,E4-Q4,P0,truthfulqa_mc1,dev,200,f1,0.65,0.65,0.65,,,,,,,,,,,23780.20827780827,20.39366855572937,
task_eval,20260701_103441_falcon_h1_15b_deep_E4-Q4_halueval_qa_dev,falcon_h1_15b_deep,E4-Q4,P0,halueval_qa,dev,200,f1,0.515,0.515,0.515,,,,,,,,,,,16075.834671620978,27.15350623907843,
task_eval,20260701_103441_llama32_3b_E4-Q4_halueval_qa_dev,llama32_3b,E4-Q4,P0,halueval_qa,dev,200,f1,0.565,0.565,0.565,,,,,,,,,,,18107.387552708387,18.360987957433526,
task_eval,20260701_103441_phi35_mini_E4-Q4_halueval_qa_dev,phi35_mini,E4-Q4,P0,halueval_qa,dev,200,f1,0.42,0.42,0.42,,,,,,,,,,,34081.62515230826,15.009154473002717,
task_eval,20260701_103445_falcon_h1_15b_E2-Q8_halueval_general_dev,falcon_h1_15b,E2-Q8,P0,halueval_general,dev,200,f1,0.42,0.42,0.42,,,,,,,,,,,13440.648099064128,27.38470192372077,
task_eval,20260701_103445_falcon_h1_15b_E3-Q5_halueval_general_dev,falcon_h1_15b,E3-Q5,P0,halueval_general,dev,200,f1,0.38,0.38,0.38,,,,,,,,,,,41643.996228605974,18.304605177920745,
task_eval,20260701_103445_falcon_h1_15b_E3-Q5_halueval_qa_dev,falcon_h1_15b,E3-Q5,P0,halueval_qa,dev,200,f1,0.535,0.535,0.535,,,,,,,,,,,11316.657713544555,2.5253441761448503,
task_eval,20260701_103445_falcon_h1_15b_deep_E2-Q8_halueval_general_dev,falcon_h1_15b_deep,E2-Q8,P0,halueval_general,dev,200,f1,0.77,0.77,0.77,,,,,,,,,,,29870.26303433813,17.558458181519747,
task_eval,20260701_103445_falcon_h1_15b_deep_E2-Q8_halueval_qa_dev,falcon_h1_15b_deep,E2-Q8,P0,halueval_qa,dev,200,f1,0.485,0.485,0.485,,,,,,,,,,,20960.302635239204,21.99532098748301,
task_eval,20260701_103445_falcon_h1_15b_deep_E2-Q8_truthfulqa_mc1_dev,falcon_h1_15b_deep,E2-Q8,P0,truthfulqa_mc1,dev,200,f1,0.615,0.615,0.615,,,,,,,,,,,35125.74574335711,11.349640453081665,
task_eval,20260701_103445_falcon_h1_tiny_r_06b_E2-Q8_halueval_qa_dev,falcon_h1_tiny_r_06b,E2-Q8,P0,halueval_qa,dev,200,f1,0.54,0.54,0.54,,,,,,,,,,,16325.779976124177,25.808939529347033,
task_eval,20260701_103445_gemma3_1b_E2-Q8_halueval_qa_dev,gemma3_1b,E2-Q8,P0,halueval_qa,dev,200,f1,0.56,0.56,0.56,,,,,,,,,,,17441.079239584506,13.686319755720241,
task_eval,20260701_103445_gemma3_1b_E3-Q5_halueval_general_dev,gemma3_1b,E3-Q5,P0,halueval_general,dev,200,f1,0.28,0.28,0.28,,,,,,,,,,,20937.172764169518,16.3131539155671,
task_eval,20260701_103445_gemma3_1b_E3-Q5_halueval_qa_dev,gemma3_1b,E3-Q5,P0,halueval_qa,dev,200,f1,0.55,0.55,0.55,,,,,,,,,,,34645.71094751707,13.689892218771602,
task_eval,20260701_103445_llama32_1b_E2-Q8_halueval_general_dev,llama32_1b,E2-Q8,P0,halueval_general,dev,200,f1,0.42,0.42,0.42,,,,,,,,,,,22001.023146086372,24.67885268140994,
task_eval,20260701_103445_llama32_1b_E2-Q8_halueval_qa_dev,llama32_1b,E2-Q8,P0,halueval_qa,dev,200,f1,0.5,0.5,0.5,,,,,,,,,,,12658.843449084088,38.669734378706465,
task_eval,20260701_103445_llama32_1b_E3-Q5_halueval_general_dev,llama32_1b,E3-Q5,P0,halueval_general,dev,200,f1,0.5,0.5,0.5,,,,,,,,,,,25497.379104127176,21.733413458241987,
task_eval,20260701_103445_llama32_1b_E3-Q5_halueval_qa_dev,llama32_1b,E3-Q5,P0,halueval_qa,dev,200,f1,0.525,0.525,0.525,,,,,,,,,,,36075.08514550165,15.010663153165625,
task_eval,20260701_103445_tinyllama_11b_E3-Q5_halueval_qa_dev,tinyllama_11b,E3-Q5,P0,halueval_qa,dev,200,f1,0.545,0.545,0.545,,,,,,,,,,,27555.161376406904,11.175305794110907,
